ID,Year_Birth,Income,Kidhome,Teenhome,Recency,MntWines,MntFruits,MntMeatProducts,MntFishProducts,MntSweetProducts,MntGoldProds,NumDealsPurchases,NumWebPurchases,NumCatalogPurchases,NumStorePurchases,NumWebVisitsMonth,AcceptedCmp3,AcceptedCmp4,AcceptedCmp5,AcceptedCmp1,AcceptedCmp2,Complain,Z_CostContact,Z_Revenue,Response,Dt_Customer_time_stamp,Education_code,Marital_Status_code,clusters,Dt_Customer,Education,Marital_Status
7660,1973.0,35860.0,1.0,1.0,37.0,15.0,0.0,8.0,4.0,2.0,20.0,2.0,1.0000000000000004,1.0,2.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,1.0,1400468400.0,4.0,2.0,0,2014-05-19,PhD,Single
1461,1965.0,36921.0,1.0,1.0,74.0,17.0,1.0,12.0,3.0,1.0,4.0,2.0,2.0,0.0,3.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0.0,1374980400.0,4.0,2.220446049250313e-16,0,2013-07-28,PhD,Divorced
9701,1988.0,41883.0,1.0,0.0,13.0,32.0,34.0,41.0,73.0,16.0,116.0,3.0,4.0,2.0,3.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0.0,1363662000.0,2.0,3.0,0,2013-03-19,Graduation,Together
9949,1976.0,59809.0,0.0,2.0,36.0,598.0,16.0,141.0,32.0,41.0,49.0,3.0,3.0,3.0,6.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0.0,1350529200.0,2.0,1.0,0,2012-10-18,Graduation,Married
10837,1975.0,23956.999999999996,1.0,0.0,47.0,2.0,1.0,18.0,20.0,11.0,16.0,1.0,2.0,0.0,3.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,1.0,1351393200.0,2.0,1.0,0,2012-10-28,Graduation,Married
3120,1981.0,38547.0,1.0,0.0,49.0,6.0,1.0,10.0,0.0,1.0,4.0,1.0,1.0000000000000004,0.0,2.0,8.0,0.0,0.0,0.0,0.0,0.0,0.9999999999999999,3.0,11.0,0.0,1377658800.0,2.0,3.0,0,2013-08-28,Graduation,Together
5885,1973.0,35688.0,2.0,1.0,94.0,72.99999999999997,2.9999999999999964,90.0,12.0,1.0,32.0,7.0,4.0,1.0,4.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0.0,1345604400.0,0.0,1.0,0,2012-08-22,2n Cycle,Married
4050,1966.0,49605.0,0.0,0.0,65.0,42.0,16.0,29.0,12.0,20.0,8.0,1.0,2.0,1.0,4.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0.0,1403319600.0,3.0,1.0,0,2014-06-21,Master,Married
3830,1953.0,59354.0,0.0,2.0,59.0,295.0,21.0,78.0,39.0,13.0,13.000000000000004,1.0,4.0,4.0,7.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0.0,1398308400.0,3.0,1.0,0,2014-04-24,Master,Married
7987,1969.0,65747.0,0.0,1.0,96.0,346.0,17.0,48.0,23.0,13.0,13.000000000000004,4.0,8.0,1.0,6.0,6.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,11.0,0.0,1394161200.0,2.0,1.0,0,2014-03-07,Graduation,Married
